Distributor,ChemistType,Chemist,Products,M0123_Units,M0223_Units,M0323_Units,M0423_Units,M0523_Units,M0623_Units,M0723_Units,M0823_Units,M0923_Units,M1023_Units,M1123_Units,M1223_Units,total2023,M0124_Units,M0224_Units,M0324_Units,M0424_Units,M0524_Units,M0624_Units,M0724_Units,M0824_Units,M0924_Units,M1024_Units,M1124_Units,M1224_Units,M0125_Units,M0225_Units,M0325_Units,M0425_Units,M0525_Units,M0625_Units,M0725_Units,M0825_Units,M0925_Units,M1025_Units,M1125_Units,M1225_Units,M0123_Value,M0223_Value,M0323_Value,M0423_Value,M0523_Value,M0623_Value,M0723_Value,M0823_Value,M0923_Value,M1023_Value,M1123_Value,M1223_Value,M0124_Value,M0224_Value,M0324_Value,M0424_Value,M0524_Value,M0624_Value,M0724_Value,M0824_Value,M0924_Value,M1024_Value,M1124_Value,M1224_Value,M0125_Value,M0225_Value,M0325_Value,M0425_Value,M0525_Value,M0625_Value,M0725_Value,M0825_Value,M0925_Value,M1025_Value,M1125_Value,M1225_Value
Distributor-1,R,Chemist-34326,Prod-1, -   , -   , -   , -   , -   , 2 , 1 , -   , -   , 7 , -   , -   , 10 , 2 , -   , -   , 2 , -   , -   , -   , 2 , -   , 4 , 6 , 2 , 6 , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", 530 , -   , -   ," 4,454 ", -   , -   ," 1,273 ", -   , -   ," 1,273 ", -   , -   , -   ," 1,273 ", -   ," 2,545 "," 3,818 "," 1,273 "," 3,818 "," 5,091 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-40205,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , (1), 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 4 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , (636), 636 , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , 636 ," 2,545 ", -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-44704,Prod-1, 5 , -   , -   , 3 , -   , -   , 2 , 2 , -   , -   , 2 , 1 , 15 , -   , 2 , -   , 3 , 2 , -   , 2 , 2 , 2 , -   , -   , -   , 2 , 4 , -   , -   , -   , -   , 2 , 4 , -   , -   , -   , -   ," 2,648 ", -   , -   ," 1,589 ", -   , -   ," 1,059 "," 1,059 ", -   , -   ," 1,273 ", 636 , -   ," 1,273 ", -   ," 1,909 "," 1,273 ", -   ," 1,273 "," 1,273 "," 1,273 ", -   , -   , -   ," 1,273 "," 2,545 ", -   , -   , -   , -   ," 1,273 "," 2,545 ", -   , -   , -   , -   
Distributor-1,R,Chemist-32696,Prod-1, -   , -   , 1 , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , 3 , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , 3 , -   , 1 , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , 530 , 530 , -   , -   , -   , -   , -   , 636 , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , 636 ," 1,909 ", -   , 636 , -   , -   , -   , -   
Distributor-1,R,Chemist-23814,Prod-1, -   , -   , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , 5 , 2 , 5 , 10 , 5 , -   , -   , 12 , 8 , 3 , 5 , -   , 3 , -   , 4 , -   , 3 , -   , -   , 1 , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,648 ", -   , -   , -   , -   , -   ," 1,273 "," 3,182 "," 6,364 "," 3,182 ", -   , -   ," 7,636 "," 5,091 "," 1,909 "," 3,182 ", -   ," 1,909 ", -   ," 2,545 ", -   ," 1,909 ", -   , -   , 636 ," 2,545 ", -   , -   , -   , -   
Distributor-1,R,Chemist-8391,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-25048,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-27537,Prod-1, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-14801,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-41869,Prod-1, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 2 , (1), -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", (636), -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-40271,Prod-1, -   , -   , 3 , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 5 , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , 3 , 3 , 2 , -   , -   , 2 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   ," 1,589 ", -   , -   , -   , -   , -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   ," 1,909 "," 1,909 "," 1,273 ", -   , -   ," 1,273 ", -   , -   , -   ," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-5840,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 1 , 1 , 3 , 1 , -   , 3 , (1), 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , 636 , 636 ," 1,909 ", 636 , -   ," 1,909 ", (636), 636 , -   , -   , -   , -   
Distributor-1,D,Chemist-19613,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   , -   , 4 , 2 , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,545 ", -   , -   ," 1,273 ", -   ," 3,182 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-13290,Prod-1, 2 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 3 , 7 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-39464,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 80 , 100 , 100 , 100 , 100 , 50 , 30 , 50 , 70 , 70 , 100 , -   , -   , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 50,908 "," 63,635 "," 63,635 "," 63,635 "," 63,635 "," 31,818 "," 19,091 "," 31,818 "," 44,545 "," 44,545 "," 63,635 ", -   , -   ," 31,818 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-19729,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,D,Chemist-62673,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-11811,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-38884,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-30356,Prod-1, -   , -   , -   , -   , -   , -   , 3 , -   , 2 , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,589 ", -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,D,Chemist-22728,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-53561,Prod-1, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-39686,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 , (5), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,182 "," (3,182)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-1589,Prod-1, 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 3 , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , 636 , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-41708,Prod-1, -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-77530,Prod-1, -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-27036,Prod-1, -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 2 , -   , -   , 2 , 1 , 1 , 1 , -   , 1 , 2 , -   , -   , -   , -   , -   , -   ," 2,119 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   ," 1,273 ", -   , -   ," 1,273 ", 636 , 636 , 636 , -   , 636 ," 1,273 ", -   , -   , -   , -   , -   
Distributor-1,R,Chemist-53373,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-51350,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , 3 , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , 636 ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-23058,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , 1 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , 636 , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-22093,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , 1 , -   , 1 , 1 , -   , -   , 1 , -   , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , 636 , 636 , -   , 636 , 636 , -   , -   , 636 , -   , 636 ," 1,273 ", -   , -   , -   , -   , -   
Distributor-1,W,Chemist-22960,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,W,Chemist-22699,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-44981,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , 636 , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-20173,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-28240,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-12176,Prod-1, -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-24859,Prod-1, -   , 3 , 2 , -   , 1 , -   , 2 , 3 , -   , -   , -   , 2 , 13 , -   , 1 , 1 , -   , -   , -   , 4 , 2 , -   , 4 , 1 , 5 , 3 , 4 , 1 , 4 , -   , 7 , 1 , 2 , -   , -   , -   , -   , -   ," 1,589 "," 1,059 ", -   , 530 , -   ," 1,059 "," 1,589 ", -   , -   , -   ," 1,273 ", -   , 636 , 636 , -   , -   , -   ," 2,545 "," 1,273 ", -   ," 2,545 ", 636 ," 3,182 "," 1,909 "," 2,545 ", 636 ," 2,545 ", -   ," 4,454 ", 636 ," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-39197,Prod-1, -   , -   , -   , -   , -   , -   , 3 , 2 , -   , -   , 1 , -   , 6 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,589 "," 1,059 ", -   , -   , 636 , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-41809,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 6,364 ", -   , -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-45243,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   
Distributor-1,D,Chemist-39997,Prod-1, -   , -   , -   , -   , -   , 30 , -   , -   , -   , -   , -   , -   , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 15,889 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-43175,Prod-1, -   , 3 , -   , -   , 2 , -   , 5 , -   , 6 , -   , 5 , -   , 21 , -   , -   , -   , -   , -   , -   , 2 , -   , (1), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,589 ", -   , -   ," 1,059 ", -   ," 2,648 ", -   ," 3,178 ", -   ," 3,182 ", -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , (636), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-60304,Prod-1, -   , 2 , 1 , 2 , -   , -   , 2 , -   , -   , 3 , -   , -   , 10 , -   , -   , -   , -   , -   , 1 , 1 , 6 , -   , -   , 1 , 1 , -   , -   , -   , 1 , 2 , -   , 3 , 1 , -   , -   , -   , -   , -   ," 1,059 ", 530 ," 1,059 ", -   , -   ," 1,059 ", -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , 636 , 636 ," 3,818 ", -   , -   , 636 , 636 , -   , -   , -   , 636 ," 1,273 ", -   ," 1,909 ", 636 , -   , -   , -   , -   
